EPCI;LIBEPCI;NATURE_EPCI;NB_COM
240500454;CC du Savinois Serre-Ponçon;CC;7
240500462;CC du Pays des Ecrins;CC;9
240500470;CC de la Vallée de l'Avance;CC;9
240500488;CC du Guillestrois;CC;8
240600551;CA de la Riviera Française;CA;15
240600585;CA de Sophia Antipolis;CA;24
240600593;CC du Pays des Paillons;CC;13
240700302;CC du Pays Beaume-Drobie;CC;19
240700310;CC Pays d'Aubenas-Vals;CC;21
240700617;CC Val de Ligne;CC;11
240700674;CC du Vinobre;CC;9
240700708;CC Rhône Helvie;CC;5
240700716;CC du Val d'Ay;CC;10
240700757;CC Vivarhône;CC;11
240700815;CC Berg et Coiron;CC;14
240700831;CC Barres Coiron;CC;10
240700849;CC du Pays de St-Félicien;CC;7
240700864;CC du Rhône Aux Gorges de l'Ardèche;CC;9
240800821;CC Ardenne, Rives de Meuse;CC;19
240800847;CC des Portes du Luxembourg;CC;52
240800862;CC des Crêtes Préardennaises;CC;94
240800920;CC de l'Argonne Ardennaise;CC;100
240800946;CC Meuse et Semoy;CC;9
240900266;CC des Vallées d'Ax;CC;39
240900316;CC d'Auzat et du Vicdessos;CC;10
240900324;CC de l'Agglomération de St-Girons;CC;7
240900332;CC du Canton de Varilhes;CC;18
240900357;CC du Canton d'Oust;CC;8
240900373;CC du Canton de Massat;CC;6
240900381;CC du Pays de Foix;CC;25
240900407;CC du Pays de Pamiers;CC;24
240900415;CC de Saverdun;CC;11
240900423;CC du Seronnais 117;CC;16
240900431;CC du Pays de Tarascon;CC;20
240900464;CC du Pays d'Olmes;CC;23
240900472;CC du Castillonais;CC;26
240900480;CC du Bas Couserans;CC;11
240900498;CC du Val' Couserans;CC;9
240900506;CC du Volvestre Ariégeois;CC;12
240900522;CC de Lèze;CC;13
240900530;CC de l'Arize;CC;14
240900555;CC du Donezan;CC;7
241000223;CC Forêts, Lacs, Terres en Champagne;CC;15
241000256;CC de la Région de Ramerupt;CC;15
241000264;CC de la Région des Riceys;CC;7
241000280;CC Seine Fontaine Beauregard;CC;17
241000363;CC de la Région d'Arcis-Sur-Aube;CC;17
241000371;CC de Plancy-l'abbaye;CC;8
241000389;CC de Soulaines;CC;21
241000397;CA Grand Troyes;CA;19
241000405;CC de la Région de Bar Sur Aube;CC;27
241000413;CC Seine Melda Coteaux;CC;19
241000439;CC des Portes du Pays d'Othe;CC;9
241000447;CC du Pays d'Othe Aixois;CC;13
241000454;CC du Val d'Armance;CC;16
241000462;CC du Chaourcois;CC;26
241000470;CC de l'Arce et de l'Ource;CC;16
241000488;CC de l'Orvin et de l'Ardusson;CC;25
241000496;CC des Rivières;CC;17
241100353;CC Piémont d'Alaric;CC;11
241100429;CC du Pays de Couiza;CC;24
241100593;CA le Grand Narbonne;CA;39
241200054;CC d'Entraygues Sur Truyère;CC;5
241200187;CA du Grand Rodez;CA;11
241200542;CC du Réquistanais;CC;7
241200567;CC de Millau Grands Causses;CC;14
241200583;CC du Bas Ségala;CC;3
241200591;CC de la Vallée du Lot;CC;7
241200609;CC du Canton de Laissac;CC;8
241200617;CC du Carladez;CC;6
241200625;CC du Pays Rignacois;CC;8
241200633;CC du Villefranchois;CC;10
241200641;CC Conques-Marcillac;CC;16
241200658;CC du Pays de Salars;CC;7
241200666;CC de Séverac le Château;CC;5
241200674;CC du Plateau de Montbazens;CC;13
241200690;CC du Pays Baraquevillois;CC;7
241200716;CC des Pays d'Olt et d'Aubrac;CC;7
241200724;CC du Bassin de Decazeville Aubin;CC;5
241200732;CC du Canton de Najac;CC;7
241200765;CC de Lévézou Pareloup;CC;10
241200773;CC Espalion-Estaing;CC;11
241200781;CC de Viaur Céor Lagast;CC;6
241200799;CC du Naucellois;CC;10
241200807;CC Aveyron Ségala Viaur;CC;6
241200815;CC de Bozouls Comtal;CC;5
241200823;CC du Saint Affricain;CC;10
241200831;CC du Pays Saint Serninois;CC;7
241200849;CC Lot et Serre;CC;5
241200856;CC du Rougier de Camarès;CC;11
241200864;CC de l'Argence;CC;7
241200872;CC des Sept Vallons;CC;7
241200880;CC du Pays Belmontais;CC;5
241200906;CC Larzac et Vallées;CC;16
241200914;CC de la Muse et des Raspes du Tarn;CC;13
241300177;SAN Ouest Provence;SA;6
241300201;CA Salon Etang de Berre Durance (Agglopole Provence);CA;17
241300268;CA du Pays d'Aubagne et de l'Etoile (Capae);CA;12
241300276;CA du Pays d'Aix en Provence (Capa);CA;36
241300375;CC Vallée des Baux-Alpilles (CC VBA);CC;10
241300391;CU de Marseille Provence Métropole (Mpm);CU;18
241300409;CA du Pays de Martigues;CA;3
241300417;CA d'Arles-Crau-Camargue-Montagnette;CA;6
241400381;CC de Vire;CC;8
241400415;CC Coeur Côte Fleurie;CC;11
241400514;CC du Pays de Falaise;CC;57
241400522;CC du Canton de Vassy;CC;14
241400548;CC d'Orival;CC;15
241400555;CC de Bayeux Intercom;CC;34
241400613;CC Intercom Balleroy-Le Molay Littry;CC;22
241400621;CC de la Suisse Normande;CC;34
241400639;CC Campagne et Baie de l'Orne (Cabalor);CC;9
241400647;CC du Cingal;CC;17
241400662;CC du Val de Seulles;CC;12
241400670;CC de Trévières;CC;25
241400688;CC Plaine Sud de Caen;CC;8
241400696;CC Entre Thue et Mue;CC;13
241400704;CC de Bény Bocage;CC;20
241400712;CC Pays de Condé et de la Druance;CC;14
241400720;CC Isigny-Grandcamp-Intercom;CC;21
241400738;CC du Pays de Livarot;CC;23
241400746;CC Evrecy Orne-Odon;CC;19
241400753;CC Intercom Séverine;CC;18
241400761;CC de Cambremer;CC;22
241400779;CC de la Vallée d'Auge;CC;20
241400787;CC Bessin Seulles Mer (B.S.M.);CC;11
241400795;CC des Trois Rivières;CC;14
241400811;CC de l'Estuaire de la Dives;CC;6
241400829;CC Entre Bois et Marais;CC;9
241400837;CC du Val Ès Dunes;CC;17
241400845;CC Copadoz;CC;19
241400860;CC Coeur de Nacre;CC;11
241400878;CC Blangy-Pont l'Evêque Intercom;CC;31
241400886;CC du Pays de Honfleur;CC;13
241400894;CC Aunay Caumont Intercom;CC;22
241400902;CC Villers Bocage Intercom;CC;27
241400910;CC du Pays de l'Orbiquet;CC;16
241500230;CA du Bassin d'Aurillac;CA;25
241500248;CC du Pays de Massiac;CC;15
241500255;CC du Pays Gentiane;CC;12
241500271;CC du Pays de Mauriac;CC;11
241500289;CC du Pays de Montsalvy;CC;15
241500917;CC du Pays de Maurs;CC;14
241501014;CC du Pays de Pierrefort-Neuvéglise;CC;13
241501022;CC du Cézallier;CC;18
241501048;CC Cère et Rance en Châtaigneraie;CC;12
241501055;CC Sumène - Artense;CC;14
241501063;CC du Pays de Murat;CC;13
241501071;CC de la Planèze;CC;6
241501089;CC Cère et Goul en Carladès;CC;11
241501097;CC Caldaguès Aubrac;CC;11
241501139;CC du Pays de Salers;CC;27
241600253;CA du Grand Angoulême (Grandangoulême);CA;16
241600303;CC du Rouillacais;CC;20
241600329;CC Braconne et Charente;CC;7
241600345;CC Grand Cognac;CC;14
241600352;CC de la Boixe;CC;14
241600360;CC d'horte et Lavalette;CC;15
241600378;CC du Pays d'Aigre;CC;15
241600394;CC de la Vallée de l'Echelle;CC;7
241600410;CC du Confolentais;CC;26
241600436;CC du Pays Manslois;CC;27
241600469;CC Charente Boëme Charraud;CC;8
241600493;CC de Grande Champagne;CC;12
241600519;CC de la Région de Châteauneuf;CC;18
241600527;CC Bandiat-Tardoire;CC;14
241600543;CC de Jarnac;CC;18
241600568;CC de Haute Charente;CC;37
241700434;CA de la Rochelle;CA;28
241700459;CC de l'Ile de Ré;CC;10
241700517;CC Charente-Arnoult-Coeur de Saintonge;CC;18
241700624;CC de l'Ile d'Oléron;CC;8
241700632;CC du Canton de Gémozac et de la Saintonge Viticole;CC;16
241700640;CA Royan Atlantique;CA;34
241700699;CC du Bassin de Marennes;CC;7
241800234;CC en Terres Vives;CC;11
241800325;CC les Villages de la Forêt;CC;5
241800341;CC les Vals de Cher et d'Arnon;CC;12
241800374;CC la Septaine;CC;17
241800424;CC le Dunois;CC;17
241800432;CC les Trois Provinces;CC;11
241800440;CC les Hautes Terres en Haut Berry;CC;10
241800457;CC Fercher Pays Florentais;CC;9
241800465;CC les Terroirs d'Angillon;CC;8
241800507;CA Bourges Plus;CA;16
241800523;CC les Terres d'Yèvre;CC;3
241800531;CC Coeur du Pays Fort;CC;11
241900133;CC de Ventadour;CC;17
241927201;CA Tulle Agglo;CA;37
241927235;CC du Pays de Pompadour;CC;6
241927243;CC du Pays d'Uzerche;CC;12
241927268;CC du Doustre et du Plateau des Etangs;CC;7
241927284;CC de Bugeat-Sornac-Millevaches Au Coeur;CC;18
241927292;CC du Pays d'Eygurande;CC;9
241927318;CC de Lubersac-Auvézère;CC;6
241927334;CC des Gorges de la Haute-Dordogne;CC;13
241927359;CC du Pays de Beynat;CC;8
241927367;CC du Pays d'Argentat;CC;11
241927375;CC de Vézère-Monédières;CC;12
241927383;CC du Sud Corrézien (sud co);CC;13
241927391;CC des Villages du Midi Corrézien;CC;13
241927417;CC Ussel-Meymac, Haute-Corrèze;CC;19
241927425;CC des Monédières;CC;4
242000354;CA de Bastia;CA;5
242000495;CC de l'Alta Rocca;CC;16
242000503;CC de la Haute Vallée de la Gravona;CC;5
242010015;CC du Taravu;CC;19
242010056;CA du Pays Ajaccien;CA;10
242010072;CC de la Vallée du Prunelli;CC;6
242010098;CC de la Côte des Nacres;CC;3
242010130;CC du Sartenais Valinco;CC;13
242020071;CC du Centre Corse;CC;10
242020097;CC de la Casinca;CC;7
242020105;CC de Calvi Balagne;CC;14
242020113;CC du Bassin de Vie de l'Ile Rousse;CC;5
242020121;CC Di E Cinque Piève Di Balagna;CC;17
242020139;CC Aghja Nova;CC;7
242100030;CC du Pays d'Arnay;CC;20
242100154;CC des Vallées de la Tille et de l'Ignon;CC;23
242100345;CC du Sinemurien;CC;29
242100410;CU Grand Dijon;CU;24
242100501;CC de l'Auxois Sud;CC;25
242100519;CC Val de Norge;CC;10
242101285;CC du Canton de Bligny Sur Ouche;CC;22
242101301;CC du Canton de Vitteaux;CC;28
242101335;CC du Mirebellois;CC;21
242101343;CC de Liernais;CC;14
242101350;CC du Canton de Pontailler-Sur-Saône;CC;19
242101376;CC Plaine des Tilles;CC;4
242101384;CC du Canton de Selongey;CC;8
242101392;CC de la Butte de Thil;CC;20
242101426;CC du Val de Vingeanne;CC;11
242101434;CC du Pays Châtillonnais;CC;107
242101442;CC de Saulieu;CC;12
242101459;CC du Pays d'Alésia et de la Seine;CC;24
242101467;CC de Gevrey-Chambertin;CC;22
242101475;CC du Pays de Nuits Saint Georges;CC;25
242101483;CC Auxonne Val de Saône;CC;16
242101491;CC du Montbardois;CC;33
242101509;CC Rives de Saône, Cc Saint Jean de Losne Seurre;CC;38
242200517;CA Saint-Brieuc Agglomération Baie d'Armor (Sbaba);CA;14
242200533;CC Lamballe Communauté;CC;17
242200566;CC Guingamp Communauté;CC;6
242200574;CC Centre Armor Puissance 4;CC;4
242200582;CC Hardouinais Mené;CC;9
242200590;CC Pontrieux Communauté;CC;7
242200608;CC du Pays de Caulnes;CC;8
242200616;CC Quintin Communauté;CC;10
242200632;CC Arguenon Hunaudaye;CC;6
242200640;CC Lanvollon Plouha;CC;15
242200673;CC du Pays de Duguesclin;CC;9
242200699;CC du Pays de Moncontour de Bretagne;CC;6
242200715;CC du Kreiz-Breizh (Cckb);CC;25
242200723;CC de Bourbriac;CC;10
242200764;CC le Leff Communauté;CC;13
242200780;CC Rance-Frémur;CC;4
242200848;CC Sud-Goëlo;CC;6
242200855;CC du Pays de Belle-Isle-En-Terre;CC;7
242214294;CC Paimpol Goëlo;CC;9
242214344;CC du Pays de Matignon;CC;9
242214393;CC du Pays de Bégard;CC;7
242214427;CC Côte de Penthièvre;CC;6
242214435;CC du Mené;CC;7
242214443;CC de la Presqu'île de Lézardrieux;CC;7
242214450;CC Callac Argoat;CC;11
242300101;CC du Pays Creuse - Thaurion - Gartempe;CC;27
242300127;CC Auzances Bellegarde;CC;26
242300135;CC du Pays Sostranien;CC;10
242303139;CC du Pays de Boussac;CC;15
242320000;CC de Bénévent Grand Bourg;CC;17
242320018;CC du Carrefour des Quatre Provinces;CC;16
242320034;CC Bourganeuf Royère de Vassivière;CC;20
242320067;CC du Haut Pays Marchois;CC;13
242320075;CC des Sources de la Creuse;CC;11
242320083;CC d'Evaux les Bains - Chambon Sur Voueize;CC;13
242320091;CC de Chénérailles;CC;10
242320109;CC du Pays Dunois;CC;17
242400752;CC du Pays de Jumilhac le Grand;CC;9
242400935;CC du Pays de Saint Aulaye;CC;10
242401024;CC du Pays de Lanouaille;CC;11
242401065;CC du Pays Thibérien;CC;15
242401107;CC du Pays de Villamblard;CC;17
242401222;CC du Mussidanais en Périgord;CC;11
242401255;CC des Coteaux de Sigoules;CC;11
242401289;CC Causses et Rivières en Périgord;CC;20
242500320;CC du Canton de Montbenoît;CC;16
242500338;CC du Larmont;CC;10
242500361;CA du Grand Besançon;CA;58
242500379;CC Amancey-Loue-Lison;CC;20
242500619;CC des Isles du Doubs;CC;20
242500668;CC des Premiers Sapins;CC;6
242503886;CA du Pays de Montbéliard;CA;29
242504116;CC du Val de Morteau;CC;8
242504181;CC du Pays de Pierrefontaine - Vercel;CC;44
242504207;CC du Pays d'Ornans;CC;23
242504215;CC du Mont d'Or et des Deux Lacs;CC;19
242504280;CC du Pays de Rougemont;CC;25
242504330;CC du Canton de Quingey;CC;34
242504348;CC des Hauts du Doubs;CC;13
242504355;CC du Plateau de Russey;CC;17
242504363;CC de la Vallée du Rupt;CC;14
242504371;CC du Vallon de Sancey;CC;18
242504389;CC des Trois Cantons;CC;11
242504397;CC de Saint Hippolyte;CC;20
242504421;CC du Val Saint-Vitois;CC;16
242504439;CC de Vaite Aigremont;CC;21
242504447;CC du Pays Baumois;CC;25
242504462;CC des Balcons du Lomont;CC;12
242504470;CC Entre Dessoubre et Barbeche;CC;14
242504488;CC Altitude 800;CC;11
242504496;CC du Plateau de Frasne et du Val de Drugeon (Cfd);CC;10
242600252;CC du Val de Drôme;CC;30
242600492;CC Dieulefit-Bourdeaux;CC;21
242600534;CC du Diois;CC;52
242600542;CC du Vercors;CC;5
242600567;CC du Pays de l'herbasse;CC;9
242600575;CC du Pays du Buis les Baronnies;CC;21
242600583;CC le Pays du Royans;CC;13
242600591;CC du Val d'Eygues;CC;20
242600641;CC des Hautes Baronnies;CC;12
242600658;CC du Pays de Rémuzat;CC;14
242700276;CC du Pays de Conches;CC;27
242700284;CC de l'Andelle;CC;19
242700292;CC du Roumois Nord;CC;19
242700318;CC du Canton de Beaumesnil;CC;17
242700326;CC du Canton de Bourgtheroulde-Infreville;CC;18
242700334;CC du Pays de Damville;CC;16
242700359;CC de Quillebeuf Sur Seine;CC;14
242700367;CC de Pont-Audemer;CC;14
242700375;CC du Canton de Rugles;CC;16
242700383;CC d'Amfreville la Campagne;CC;24
242700417;CC du Canton de Lyons la Forêt;CC;13
242700425;CC du Canton de Thiberville;CC;21
242700433;CC du Canton de Cormeilles;CC;11
242700441;CC du Canton d'Etrépagny;CC;20
242700466;CC du Canton de Broglie;CC;20
242700474;CC Val de Risle;CC;14
242700490;CC du Pays de Verneuil Sur Avre;CC;17
242700508;CC Intercom du Pays Brionnais;CC;23
242700516;CC Epte - Vexin - Seine;CC;20
242700524;CC du Vièvre-Lieuvin;CC;14
242700557;CC Rurales du Sud de l'Eure;CC;12
242700565;CC la Porte Normande;CC;26
242700573;CA Grand Evreux Agglomération;CA;37
242700581;CC de Bernay et des Environs;CC;14
242700599;CC du Canton de Beuzeville;CC;16
242700607;CC du Pays du Neubourg;CC;34
242700615;CC du Canton de Breteuil-Sur-Iton;CC;14
242700623;CC Eure-Madrie-Seine;CC;23
242700631;CC des Andelys et de Ses Environs;CC;21
242700649;CA des Portes de l'Eure;CA;41
242700656;CC Gisors Epte Lévrière;CC;16
242800290;CC de la Beauce d'Orgères;CC;17
242852309;CC de l'Orée du Perche;CC;8
242852416;CC du Val Drouette;CC;5
242852424;CC des Trois Rivières;CC;15
242852432;CC des Terrasses et Vallées de Maintenon;CC;10
242852465;CC du Bonnevalais;CC;21
242852473;CC du Pays de Combray;CC;17
242852481;CC du Pays Courvillois;CC;16
242852499;CC de la Beauce Vovéenne;CC;22
242852515;CC du Perche Senonchois;CC;7
242852531;CC de la Beauce Alnéloise;CC;24
242852549;CC des Portes du Perche;CC;13
242852564;CC du Perche Gouët;CC;16
242852572;CC des Quatre Vallées;CC;12
242852580;CC des Plaines et Vallées Dunoises;CC;12
242852598;CC du Dunois;CC;5
242852606;CC du Val de Voise;CC;6
242852614;CC de la Beauce de Janville;CC;19
242852630;CC du Perche Thironnais;CC;10
242900074;CC du Pays d'Iroise;CC;20
242900314;Brest Métropole;ME;8
242900553;CC du Pays des Abers;CC;13
242900561;CC de Haute Cornouaille;CC;11
242900629;CC Cap Sizun - Pointe du Raz;CC;11
242900637;CC du Yeun Elez;CC;8
242900645;CC Douarnenez Communauté;CC;5
242900652;CC du Pays Glazik;CC;5
242900660;CC du Pays Fouesnantais;CC;7
242900694;CC du Pays de Quimperlé;CC;16
242900702;CC du Pays Bigouden Sud;CC;12
242900710;CC du Haut Pays Bigouden;CC;10
242900728;CA Quimper Communauté;CA;8
242900736;CC de la Baie du Kernic;CC;6
242900744;CC Poher Communauté;CC;11
242900751;CC du Pays de Landivisiau;CC;19
242900769;CA Concarneau Cornouaille Agglomération;CA;9
242900777;CC du Pays Léonard;CC;8
242900785;CC des Monts d'Arrée;CC;5
242900793;CC Pays de Lesneven et Côte des Légendes;CC;15
242900801;CC du Pays de Landerneau-Daoulas;CC;22
242900827;CC de la Presqu'île de Crozon;CC;7
242900835;CA Morlaix Communauté;CA;28
242913309;CC de la Région de Pleyben;CC;6
242913317;CC de l'Aulne Maritime;CC;4
242913325;CC du Pays de Châteaulin et du Porzay;CC;11
243000270;CC du Pays Viganais;CC;22
243000296;CC du Pays de Sommières;CC;17
243000452;CC Vivre en Cévennes;CC;7
243000528;CC des Hautes Cévennes;CC;10
243000536;CC de la Côte du Rhône Gardoise;CC;3
243000551;CC du Pays Grand Combien;CC;9
243000569;CC Rhony, Vistre, Vidourle;CC;10
243000585;CC Beaucaire Terre d'Argence;CC;5
243000593;CC de Petite Camargue;CC;5
243000643;CA de Nîmes Métropole;CA;27
243000650;CC Terre de Camargue;CC;3
243000684;CC du Pont du Gard;CC;17
243000742;CC Leins Gardonnenque;CC;14
243100179;CC Coteaux du Lauragais Sud (Co.Laur.Sud);CC;10
243100377;CC du Canton de Saint-Martory;CC;12
243100518;Toulouse Métropole;ME;37
243100542;CC de la Vallée de l'Ariège;CC;14
243100567;CC Lauragais Revel Sorezois;CC;27
243100609;CC des Trois Vallées;CC;21
243100633;CA du Sicoval;CA;36
243100641;CC Nebouzan-Rivière-Verdun;CC;17
243100658;CC du Volvestre;CC;28
243100682;CC de Lèze Ariège Garonne;CC;5
243100690;CA du Muretain;CA;16
243100708;CC Axe Sud;CC;4
243100716;CC de Garonne - Louge;CC;4
243100724;CC du Haut Comminges;CC;24
243100732;CC des Coteaux du Girou;CC;18
243100765;CC des Terres d'Aurignac;CC;19
243100773;CC Val'aïgo;CC;8
243100781;CC de la Save Au Touch;CC;8
243100799;CC du Saint Gaudinois;CC;21
243100815;CC des Coteaux Bellevue;CC;7
243100849;CC du Canton de Saint-Béat;CC;22
243100856;CC du Canton de Cadours;CC;16
243100864;CC de Save et Garonne;CC;13
243100872;CC Rurales des Coteaux du Savès et de l'Aussonnelle;CC;6
243100880;CC Coeur Lauragais;CC;27
243100898;CC du Savès;CC;18
243200300;CC Val de Gers;CC;36
243200391;CC de la Lomagne Gersoise;CC;43
243200409;CC du Bas Armagnac;CC;26
243200417;CC de la Tenarèze;CC;27
243200425;CC Coeur d'Astarac en Gascogne;CC;19
243200458;CC du Grand Armagnac;CC;25
243200508;CC Bastides et Vallons du Gers;CC;30
243200516;CC des Hautes Vallées;CC;9
243200540;CA du Grand Auch Agglomération;CA;15
243200565;CC Coeur de Gascogne;CC;19
243200599;CC du Saves;CC;32
243200607;CC Artagnan de Fezensac;CC;25
243300316;Bordeaux Métropole;ME;28
243300563;CA Bassin d'Arcachon Sud-Pôle Atlantique (Cobas);CA;4
243300738;CC de la Pointe du Médoc;CC;11
243300811;CC de l'Estuaire - Canton de Saint Ciers Sur Gironde;CC;11
243300837;CC du Centre Médoc;CC;8
243300894;CC du Canton de Bourg;CC;15
243301124;CC du Sauveterrois;CC;32
243301165;CC Jalle-Eau-Bourde;CC;3
243301173;CC du Vallon de l'Artolie;CC;9
243301181;CC du Canton de Saint Savin;CC;16
243301215;CC du Créonnais;CC;13
243301223;CC du Cubzaguais;CC;10
243301249;CC du Secteur de Saint Loubes;CC;6
243301264;CC de Montesquieu;CC;13
243301298;CC du Canton de Targon;CC;19
243301322;CC du Sud-Libournais;CC;5
243301355;CC des Coteaux Bordelais;CC;8
243301371;CC du Pays Foyen;CC;20
243301389;CC Médullienne;CC;10
243301397;CC du Canton de Fronsac;CC;18
243301405;CC du Val de l'Eyre;CC;5
243301413;CC des Lacs Médocains;CC;3
243301421;CC Coeur du Médoc;CC;11
243301439;CC des Portes de l'Entre Deux Mers;CC;7
243301447;CC Médoc Estuaire;CC;11
243301454;CC Castillon/Pujols;CC;23
243301462;CC des Coteaux Macariens;CC;14
243301470;CC des Coteaux de Garonne;CC;9
243301504;CC du Bassin d'Arcachon Nord Atlantique (Coban Atlantique);CC;8
243301538;CC de Podensac;CC;13
243400017;Montpellier Méditerranée Métropole;ME;31
243400355;CC du Clermontais;CC;21
243400389;CC de la Montagne du Haut Languedoc;CC;8
243400470;CA du Pays de l'Or;CA;8
243400488;CC la Domitienne;CC;8
243400520;CC du Pays de Lunel;CC;15
243400553;CC du Pays Saint-Ponais;CC;9
243400629;CC Orb et Jaur;CC;12
243400694;CC Vallée de l'hérault;CC;28
243400710;CC Orb et Taurou;CC;5
243400728;CC du Pays de Thongue;CC;7
243400736;CC des Cévennes Gangeoises et Suménoises;CC;13
243400751;CC du Nord du Bassin de Thau;CC;6
243400769;CA de Béziers-Méditerranée;CA;13
243400819;CA Hérault-Méditerranée;CA;19
243400827;CA du Bassin de Thau;CA;8
243500139;Rennes Métropole;ME;43
243500147;CC Fougères Communauté;CC;18
243500501;CC Coglais Communauté Marches de Bretagne;CC;11
243500535;CC Louvigné Communauté;CC;8
243500543;CC Antrain Communauté;CC;10
243500550;CC Montfort Communauté;CC;8
243500576;CC Baie du Mont Saint Michel - Porte de la Bretagne - Canton de Pleine Fougères;CC;11
243500592;CC du Pays de Saint Aubin du Cormier;CC;11
243500618;CC de Brocéliande;CC;8
243500634;CC Au Pays de la Roche Aux Fées;CC;16
243500642;CC de Moyenne Vilaine et Semnon;CC;16
243500659;CC du Pays de Châteaugiron;CC;8
243500667;CC du Val d'Ille;CC;10
243500675;CC du Pays d'Aubigné;CC;10
243500691;CC du Pays de Dol de Bretagne et de la Baie du Mont Saint Michel;CC;8
243500709;CC du Pays du Grand Fougeray;CC;4
243500725;CC Côte d'Emeraude;CC;10
243500733;CC Bretagne Romantique;CC;27
243500741;CC du Pays de Redon;CC;30
243500774;CC du Pays de Liffré;CC;5
243500782;CA du Pays de Saint Malo - Saint Malo Agglomération;CA;18
243600202;CC Chabris - Pays de Bazelle;CC;12
243600210;CC du Canton de Vatan;CC;14
243600228;CC du Pays d'Argenton Sur Creuse;CC;13
243600236;CC du Pays d'Issoudun;CC;12
243600293;CC de la Région de Levroux;CC;12
243600301;CC Val de l'Indre - Brenne;CC;12
243600319;CC Brenne - Val de Creuse;CC;28
243600327;CA Castelroussine;CA;15
243600343;CC Coeur de Brenne;CC;11
243600350;CC de la Châtre et Sainte Sévère;CC;30
243600368;CC de Champagne Berrichonne;CC;16
243700432;CC de Gatine et Choisilles;CC;10
243700465;CC Loches Développement;CC;20
243700499;CC du Castelrenaudais;CC;16
243700663;CC Touraine Nord Ouest;CC;23
243700697;CC du Pays de Richelieu;CC;16
243700747;CC de l'Est Tourangeau;CC;5
243700754;CA Tours (Plus);CA;22
243700770;CC de Montrésor;CC;10
243700788;CC du Vouvrillon;CC;5
243700796;CC du Pays d'Azay-Le-Rideau;CC;12
243700804;CC du Val de l'Indre;CC;8
243700812;CC de la Touraine du Sud;CC;21
243700820;CC de Bléré Val de Cher;CC;15
243700861;CC du Pays de Bourgueil;CC;9
243700887;CC de Racan;CC;10
243700895;CC du Grand Ligueillois;CC;17
243700911;CC du Bouchardais;CC;15
243700929;CC de Sainte Maure de Touraine;CC;13
243800091;CC de la Vallée de l'hien;CC;8
243800372;CC les Vallons de la Tour;CC;10
243800455;CA Viennagglo;CA;18
243800604;CA Porte de l'Isère (C.A.P.I);CA;22
243800612;CC du Pays des Couleurs;CC;20
243800745;CC de l'Oisans;CC;20
243800778;CC du Pays Roussillonnais;CC;22
243800844;CC du Territoire de Beaurepaire;CC;15
243800927;CC de la Région St Jeannaise;CC;14
243800935;CC Porte Dauphinoise de Lyon Saint-Exupéry;CC;6
243800984;CA du Pays Voironnais;CA;34
243801024;CC du Massif du Vercors;CC;7
243801073;CC de Bièvre Est;CC;14
243801099;CC les Balmes Dauphinoises;CC;8
243801149;CC les Vallons du Guiers;CC;9
243801198;CC du Pays de Saint Marcellin;CC;16
243801214;CC de la Bourne À l'Isère;CC;12
243801255;CC des Collines du Nord Dauphiné;CC;10
243900305;CC du Pays de Saint-Amour;CC;14
243900339;CA Espace Communautaire Lons Agglomération (Ecla);CA;25
243900354;CC de la Station des Rousses-Haut Jura;CC;4
243900412;CC Jura Sud;CC;17
243900420;CC du Val d'Amour;CC;24
243900479;CC du Haut-Jura (Arcade);CC;6
243900560;CC Jura Nord;CC;26
243900610;CC la Grandvallière;CC;11
243900719;CC du Pays des Lacs;CC;30
243900768;CC du Val de Sorne;CC;9
243900917;CC des Coteaux de la Haute Seille;CC;22
243900974;CC Nord Ouest Jura;CC;12
243901014;CC Comté de Grimont Poligny;CC;30
243901048;CC du Pays de Salins-Les-Bains;CC;22
243901055;CC Arbois, Vignes et Villages - Pays de Louis Pasteur;CC;14
243901071;CC de la Région d'Orgelet;CC;25
243901089;CC de la Plaine Jurassienne;CC;21
243901105;CC du Sud Revermont;CC;19
243901113;CC du Plateau de Nozeroy;CC;28
244000543;CC de Mimizan;CC;6
244000592;CC du Tursan;CC;17
244000642;CC du Canton de Pissos;CC;6
244000659;CC du Seignanx;CC;8
244000667;CC du Pays d'Orthe;CC;15
244000675;CA du Grand Dax;CA;20
244000691;CC du Pays Morcenais;CC;9
244000709;CC Hagetmau Communes Unies;CC;18
244000717;CC du Canton de Mugron;CC;13
244000741;CC du Canton de Montfort en Chalosse;CC;21
244000758;CC du Pays d'Albret;CC;13
244000766;CC du Pays Tarusate;CC;18
244000774;CC du Pays de Villeneuve en Armagnac Landais;CC;12
244000782;CC de la Haute Lande;CC;7
244000808;CA le Marsan Agglomération;CA;18
244000816;CC de Pouillon;CC;9
244000824;CC du Pays Grenadois;CC;11
244000832;CC du Cap de Gascogne;CC;15
244000857;CC Côte Landes Nature;CC;10
244000865;CC Maremne Adour Côte Sud;CC;23
244000873;CC des Grands Lacs;CC;7
244000881;CC Coteaux et Vallées des Luys;CC;16
244100251;CC du Pays de Vendôme;CC;12
244100269;CC du Vendômois Rural;CC;10
244100293;CC des Collines du Perche;CC;16
244100681;CC de la Beauce Ligérienne;CC;12
244100699;CC Beauce et Forêt;CC;21
244100707;CC de la Beauce Oratorienne;CC;12
244100764;CC du Cher À la Loire;CC;9
244100772;CC Beauce et Gâtine;CC;18
244100780;CC de la Sologne des Etangs;CC;11
244100798;CC du Grand Chambord;CC;17
